order_id,order_time,pickup_zip,delivery_zip,service_type,client_name,driver_id,dispatch_time,pickup_time,delivery_time,promised_eta,on_time,exception_notes,driver_idle_min,fuel_cost_usd,redelivery_flag
ORD-26291,2025/03/13 12:01,02197,02122,Stat,Childrens Hospital,D015,2025-03-13 12:45:00,2025-03-13 13:02:00,2025-03-13 14:17:00,2025-03-13 12:49:00,N,package refused by receiving staff - no signature authority,15,27.26,0
ORD-26292,01-06-25 02:50 PM,02106,02145,routine,South Shore Hospital,D041,2025-01-06 15:21:00,2025-01-06 16:13:00,2025-01-06 16:35:00,2025-01-06 19:49:00,Y,delayed at security checkpoint - id verification required,25,6.87,0
ORD-26293,02/27/2025 10:20,02130,02195,STAT,BioReference Labs,D003,2025-02-27 10:51:00,2025-02-27 11:14:00,,2025-02-27 11:08:00,N,"client changed pickup time, driver redirected",43,23.96,0
ORD-26294,2025-03-20 15:40:00,02103,02198,stat,MGH,D029,2025-03-20 16:09:00,,2025-03-20 17:33:00,2025-03-20 16:10:00,Y,redelivery needed: building locked,10,24.39,0
ORD-26295,2025/03/30 06:07,02170,02048,ROUTINE,Emerson Hospital,D006,2025-03-30 06:45:00,,2025-03-30 09:27:00,2025-03-30 11:52:00,Y,specimen container damaged on pickup,29,30.77,0
ORD-26296,2025/01/14 11:08,01821,02045,routine,Northeast Labs,D025,2025-01-14 11:49:00,,2025-01-14 12:25:00,2025-01-14 15:04:00,Y,package refused by receiving staff - no signature authority,42,17.49,0
ORD-26297,03/20/2025 18:14,02148,02193,ROUTINE,Children's Hospital,D039,2025-03-20 18:46:00,2025-03-20 19:11:00,,2025-03-20 23:19:00,Y,specimen container damaged on pickup,44,21.87,0
ORD-26298,01/30/2025 23:12,02144,02185,STAT,Tufts Medical,D007,2025-01-30 23:25:00,2025-01-31 00:17:00,2025-01-31 02:15:00,2025-01-30 23:52:00,Y,"wrong zip code on order, corrected",7,30.22,0
ORD-26299,2025-02-27 14:02:00,02138,02113,ROUTINE,St. Elizabeth's Medical,D015,2025-02-27 14:38:00,2025-02-27 15:33:00,2025-02-27 16:23:00,2025-02-27 18:21:00,Y,specimen container damaged on pickup,39,37.06,0
ORD-26300,2025-02-10 05:56:00,01840,02045,SAME-DAY,Boston Medical Center,D015,2025-02-10 06:40:00,2025-02-10 07:10:00,2025-02-10 09:06:00,2025-02-10 09:04:00,Y,recipient not available at delivery location,25,17.68,0
ORD-26301,03/11/2025 13:47,02136,02184,SAME-DAY,Childrens Hospital,D035,2025-03-11 13:53:00,2025-03-11 14:17:00,2025-03-11 14:50:00,2025-03-11 17:26:00,Y,called client re specimen integrity - awaiting callback,32,13.32,0
ORD-26302,,02156,02133,routine,Children's Hospital,D028,2025-03-03 12:40:00,,2025-03-03 14:50:00,2025-03-03 15:52:00,Y,"client changed pickup time, driver redirected",18,21.45,0
ORD-26303,2025-01-28 17:22:00,02116,02153,rush,Brigham & Women's,D010,2025-01-28 18:07:00,,2025-01-28 19:42:00,2025-01-28 18:57:00,Y,traffic accident on route 1 delay,7,32.3,0
ORD-26304,02-13-25 12:58 PM,02053,02043,STAT,Mass General Hospital,D020,2025-02-13 13:06:00,2025-02-13 14:03:00,2025-02-13 15:06:00,2025-02-13 13:48:00,Y,"driver ran out of dry ice, needs resupply",20,31.2,0
ORD-26305,01/05/2025 19:58,02052,02163,routine,South Shore Hospital,D012,2025-01-05 20:08:00,2025-01-05 21:05:00,2025-01-05 22:04:00,2025-01-06 00:10:00,Y,,45,29.31,0
ORD-26306,2025-03-21 06:04:00,02061,02102,Same-Day,Brigham & Women's,D007,2025-03-21 06:32:00,,2025-03-21 08:44:00,2025-03-21 08:40:00,Y,recipient not available at delivery location,19,14.55,0
ORD-26307,02-06-25 02:24 PM,01841,02056,ROUTINE,BioReference Labs,D032,2025-02-06 14:55:00,2025-02-06 15:06:00,2025-02-06 15:57:00,2025-02-06 17:56:00,Y,lab closed early today per client,45,37.03,0
ORD-26308,2025/01/05 16:27,02136,02151,Same-Day,Cape Cod Hospital,UNASSIGNED,2025-01-05 17:11:00,2025-01-05 17:45:00,2025-01-05 19:14:00,2025-01-05 19:38:00,Y,GPS routing error sent driver to wrong building,29,8.62,0
ORD-26309,2025-02-19 22:26:00,01845,02101,STAT,Quest Diag,D016,2025-02-19 22:46:00,2025-02-19 22:58:00,2025-02-19 23:35:00,2025-02-19 23:00:00,N,"elevator down at 15 Elm St, driver using stairs",19,24.21,1
ORD-26310,2025-01-28 14:27:00,02193,02176,ROUTINE,St. Elizabeth's Medical,D007,2025-01-28 15:00:00,,2025-01-28 17:01:00,2025-01-28 18:44:00,Y,redelivery needed: building locked,12,5.4,0
ORD-26311,2025/01/23 08:49,01843,02186,RUSH,Labcorp Inc,D028,2025-01-23 09:11:00,2025-01-23 09:45:00,2025-01-23 10:17:00,2025-01-23 10:13:00,Y,dispatcher note: double-check temp on this one before logging,13,6.73,0
ORD-26312,03-17-25 03:22 PM,02138,02156,SAME-DAY,Emerson Hospital,D038,2025-03-17 15:35:00,2025-03-17 15:56:00,2025-03-17 17:32:00,2025-03-17 19:10:00,Y,,10,6.01,0
ORD-26313,2025/01/29 19:50,02125,02148,STAT,Brigham & Women's,D022,2025-01-29 20:14:00,2025-01-29 21:10:00,2025-01-29 21:33:00,2025-01-29 20:49:00,Y,driver cannot locate parking at hospital,23,13.07,0
ORD-26314,03/13/2025 10:09,02195,02196,stat,Northeast Labs,D016,2025-03-13 10:26:00,2025-03-13 10:52:00,2025-03-13 11:15:00,2025-03-13 11:02:00,Y,"wrong address on manifest, corrected enroute",28,14.3,0
ORD-26315,01/27/2025 07:05,02145,02021,rush,Tufts Med Center,D021,2025-01-27 07:21:00,2025-01-27 07:39:00,,2025-01-27 08:05:00,Y,lab closed early today per client,20,26.3,0
ORD-26316,02/25/2025 06:12,02121,02155,ROUTINE,Northeast Laboratory,D035,2025-02-25 06:45:00,2025-02-25 07:00:00,2025-02-25 07:46:00,2025-02-25 10:35:00,N,"wrong address on manifest, corrected enroute",21,20.63,0
ORD-26317,,02176,02198,STAT,Childrens Hospital,D040,2025-03-23 07:36:00,2025-03-23 08:26:00,2025-03-23 09:32:00,2025-03-23 07:25:00,Y,driver reports ice on roads in reading area,8,22.86,0
ORD-26318,2025/01/02 07:27,02140,02129,Stat,Cape Cod Hospital,D017,2025-01-02 07:41:00,2025-01-02 08:38:00,2025-01-02 10:23:00,2025-01-02 07:58:00,N,specimen temp excursion possible - driver reports cooler malfunction,16,18.96,0
ORD-26319,2025/03/25 14:21,01810,02050,RUSH,Boston Med Ctr,D007,2025-03-25 14:30:00,2025-03-25 15:30:00,2025-03-25 16:22:00,2025-03-25 15:51:00,N,"pickup not ready, driver waiting 15+ min",9,29.24,0
ORD-26320,2025-01-04 06:55:00,02193,02135,stat,Cape Cod Hospital,D009,2025-01-04 07:06:00,,2025-01-04 08:05:00,2025-01-04 07:32:00,Y,delayed at security checkpoint - id verification required,13,10.4,0
ORD-26321,,02140,02062,ROUTINE,Northeast Laboratory,D008,2025-02-18 10:57:00,2025-02-18 11:41:00,2025-02-18 12:28:00,2025-02-18 14:06:00,Y,"wrong zip code on order, corrected",16,21.82,0
ORD-26322,01/16/2025 16:10,02131,02136,RUSH,Children's Hospital,D022,2025-01-16 16:21:00,2025-01-16 16:50:00,2025-01-16 17:32:00,2025-01-16 17:59:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",33,4.67,0
ORD-26323,2025-02-04 12:27:00,02047,02126,Routine,Cape Cod Hospital,D023,2025-02-04 12:45:00,2025-02-04 13:43:00,2025-02-04 14:53:00,2025-02-04 18:07:00,Y,,20,23.69,0
ORD-26324,2025-03-24 13:11:00,02185,02133,RUSH,NE Labs,D012,2025-03-24 13:38:00,2025-03-24 14:11:00,2025-03-24 15:17:00,2025-03-24 14:15:00,Y,dispatcher note: double-check temp on this one before logging,29,16.89,0
ORD-26325,02/02/2025 17:32,02196,02176,Rush,Boston Medical Center,D024,2025-02-02 17:49:00,2025-02-02 18:24:00,2025-02-02 19:10:00,2025-02-02 18:42:00,Y,driver reports ice on roads in reading area,22,17.69,0
ORD-26326,02/11/2025 14:21,02129,02054,ROUTINE,Children's Hospital,D041,2025-02-11 15:00:00,2025-02-11 15:31:00,2025-02-11 16:56:00,2025-02-11 18:12:00,Y,"elevator down at 15 Elm St, driver using stairs",29,24.35,0
ORD-26327,02/09/2025 06:30,02138,02186,SAME-DAY,South Shore Hospital,D013,2025-02-09 07:13:00,2025-02-09 07:37:00,2025-02-09 09:02:00,2025-02-09 09:54:00,Y,"driver ran out of dry ice, needs resupply",26,18.88,0
ORD-26328,03-28-25 12:26 PM,02102,02061,ROUTINE,Quest Diagnostics,D038,2025-03-28 13:09:00,2025-03-28 13:58:00,2025-03-28 14:43:00,2025-03-28 17:45:00,Y,"wrong address on manifest, corrected enroute",31,33.32,0
ORD-26329,03/29/2025 19:05,02193,02193,ROUTINE,South Shore Hospital,D002,2025-03-29 19:23:00,2025-03-29 20:04:00,2025-03-29 20:21:00,2025-03-29 23:42:00,N,"elevator down at 15 Elm St, driver using stairs",15,30.4,0
ORD-26330,2025/02/06 12:27,02125,02059,STAT,Boston Med Ctr,D018,2025-02-06 13:06:00,2025-02-06 13:23:00,2025-02-06 14:04:00,2025-02-06 13:06:00,Y,traffic accident on route 1 delay,42,30.73,0
ORD-26331,2025-02-27 10:20:00,02186,02121,Routine,Emerson Hospital,D019,2025-02-27 10:45:00,2025-02-27 11:20:00,2025-02-27 13:11:00,2025-02-27 15:53:00,N,package refused by receiving staff - no signature authority,42,24.22,0
ORD-26332,2025-01-03 08:52:00,02118,02048,STAT,Lowell General,D027,2025-01-03 09:19:00,2025-01-03 09:47:00,2025-01-03 11:33:00,2025-01-03 09:35:00,Y,"driver called in sick mid-route, reassigning trips",6,34.28,0
ORD-26333,2025-01-30 08:14:00,01826,02115,Same-Day,Boston Medical Center,D037,2025-01-30 08:18:00,2025-01-30 08:53:00,2025-01-30 09:22:00,2025-01-30 11:31:00,Y,delayed at security checkpoint - id verification required,7,7.22,0
ORD-26334,01/30/2025 08:17,02196,02048,Rush,Tufts Medical,D014,2025-01-30 08:37:00,,,2025-01-30 09:53:00,Y,"elevator down at 15 Elm St, driver using stairs",21,6.58,0
ORD-26335,2025-01-11 17:31:00,01826,02110,same-day,BioReference Labs,D026,2025-01-11 17:34:00,2025-01-11 18:21:00,2025-01-11 19:12:00,2025-01-11 20:55:00,N,"driver stuck in traffic on 93, running ~20 min late",8,26.48,0
ORD-26336,2025/01/06 07:35,02105,02176,SAME-DAY,Labcorp Inc,D003,2025-01-06 07:42:00,,2025-01-06 10:04:00,2025-01-06 09:50:00,Y,dispatcher note: double-check temp on this one before logging,17,34.49,0
ORD-26337,2025/02/13 09:16,01841,02130,RUSH,NE Labs,D031,2025-02-13 09:55:00,2025-02-13 10:11:00,2025-02-13 11:51:00,2025-02-13 10:53:00,N,,39,7.17,0
ORD-26338,01/14/2025 17:56,02116,02116,stat,Boston Med Ctr,D007,2025-01-14 18:36:00,2025-01-14 19:05:00,2025-01-14 20:47:00,2025-01-14 18:30:00,Y,driver reports ice on roads in reading area,5,35.75,0
ORD-26339,03/14/2025 16:05,01862,02119,routine,Childrens Hospital,D020,2025-03-14 16:28:00,2025-03-14 17:09:00,,2025-03-14 21:40:00,Y,GPS routing error sent driver to wrong building,35,16.84,0
ORD-26340,02/19/2025 09:27,01845,02134,ROUTINE,NE Labs,UNASSIGNED,2025-02-19 10:10:00,2025-02-19 10:39:00,2025-02-19 11:57:00,2025-02-19 14:04:00,N,delayed at security checkpoint - id verification required,23,25.99,1
ORD-26341,02-07-25 05:04 PM,01850,02149,stat,Northeast Laboratory,D028,2025-02-07 17:49:00,,2025-02-07 19:01:00,2025-02-07 18:00:00,Y,"driver vehicle breakdown, transfer to DD021 in progress",16,21.14,0
ORD-26342,02/10/2025 18:00,02067,02141,ROUTINE,NE Labs,D030,2025-02-10 18:40:00,2025-02-10 19:28:00,2025-02-10 20:52:00,2025-02-10 23:14:00,Y,called client re specimen integrity - awaiting callback,32,13.96,0
ORD-26343,03/15/2025 21:38,01841,02104,RUSH,Providence Health,D022,2025-03-15 22:08:00,2025-03-15 22:40:00,2025-03-15 23:52:00,2025-03-15 22:51:00,Y,dispatcher note: double-check temp on this one before logging,37,9.38,0
ORD-26344,01/25/2025 10:46,01876,02163,Rush,Emerson Hospital,D024,2025-01-25 10:50:00,2025-01-25 11:24:00,2025-01-25 12:12:00,2025-01-25 12:28:00,N,lab closed early today per client,22,11.95,0
ORD-26345,2025/02/19 11:26,02045,02106,Routine,Tufts Med Center,D007,2025-02-19 11:29:00,2025-02-19 12:19:00,2025-02-19 12:34:00,2025-02-19 16:44:00,Y,"driver called in sick mid-route, reassigning trips",22,31.44,0
ORD-26346,01/14/2025 11:34,02113,02171,STAT,Tufts Med Center,D008,2025-01-14 11:59:00,2025-01-14 12:51:00,2025-01-14 14:47:00,2025-01-14 12:21:00,N,"driver vehicle breakdown, transfer to DD036 in progress",14,22.46,0
ORD-26347,2025/01/21 11:22,02130,02025,RUSH,Northeast Labs,D003,2025-01-21 12:00:00,2025-01-21 12:38:00,2025-01-21 13:27:00,2025-01-21 12:45:00,Y,recipient not available at delivery location,12,16.13,0
ORD-26348,01/05/2025 16:49,02056,02184,SAME-DAY,Brigham & Women's,D034,2025-01-05 17:29:00,2025-01-05 17:39:00,2025-01-05 18:10:00,2025-01-05 19:04:00,Y,,28,23.14,0
ORD-26349,2025-01-07 13:29:00,01821,02119,SAME-DAY,Northeast Labs,D002,2025-01-07 13:51:00,2025-01-07 14:40:00,2025-01-07 15:08:00,2025-01-07 17:29:00,Y,lab closed early today per client,9,33.7,0
ORD-26350,01-18-25 03:32 PM,01852,02045,Stat,Tufts Medical,D030,2025-01-18 15:53:00,2025-01-18 16:43:00,,2025-01-18 16:04:00,Y,"driver called in sick mid-route, reassigning trips",40,11.98,0
ORD-26351,2025-02-20 08:22:00,02195,02199,ROUTINE,Northeast Labs,D015,2025-02-20 08:54:00,2025-02-20 09:41:00,2025-02-20 11:07:00,2025-02-20 11:46:00,Y,"driver called in sick mid-route, reassigning trips",44,28.58,0
ORD-26352,02/03/2025 19:57,02150,02170,ROUTINE,Northeast Labs,D022,2025-02-03 20:35:00,2025-02-03 21:07:00,2025-02-03 22:03:00,2025-02-04 01:28:00,Y,"elevator down at 15 Elm St, driver using stairs",6,13.82,0
ORD-26353,2025/03/16 18:00,02132,02180,ROUTINE,Northeast Laboratory,D023,2025-03-16 18:12:00,2025-03-16 19:00:00,2025-03-16 20:21:00,2025-03-16 22:36:00,N,specimen temp excursion possible - driver reports cooler malfunction,29,19.9,0
ORD-26354,02/05/2025 09:57,02103,02145,STAT,Children's Hospital,D015,2025-02-05 10:26:00,,2025-02-05 12:50:00,2025-02-05 10:44:00,N,called client re specimen integrity - awaiting callback,19,21.65,1
ORD-26355,2025-02-22 13:10:00,02187,02169,RUSH,Quest Diagnostics,D032,2025-02-22 13:24:00,2025-02-22 13:34:00,2025-02-22 14:30:00,2025-02-22 14:25:00,Y,,21,14.6,0
ORD-26356,01/02/2025 15:17,02148,02119,RUSH,Cape Cod Hospital,D016,2025-01-02 15:45:00,2025-01-02 16:01:00,2025-01-02 17:32:00,2025-01-02 16:46:00,Y,delayed at security checkpoint - id verification required,6,32.44,0
ORD-26357,03/15/2025 16:00,01880,02155,rush,Mass General Hospital,D014,2025-03-15 16:17:00,2025-03-15 16:36:00,2025-03-15 18:15:00,2025-03-15 17:38:00,Y,"driver vehicle breakdown, transfer to DD015 in progress",10,22.52,0
ORD-26358,01/19/2025 11:14,01810,02120,ROUTINE,Labcorp Inc,D040,2025-01-19 11:55:00,2025-01-19 12:33:00,2025-01-19 12:59:00,2025-01-19 14:54:00,Y,,164,18.14,0
ORD-26359,2025/03/12 19:11,02066,02052,Stat,Brigham & Women's,D025,2025-03-12 19:52:00,2025-03-12 20:32:00,2025-03-12 21:13:00,2025-03-12 19:53:00,N,package refused by receiving staff - no signature authority,27,37.03,1
ORD-26360,01/31/2025 12:32,02122,02152,STAT,Boston Med Ctr,D007,2025-01-31 13:17:00,,2025-01-31 14:59:00,2025-01-31 13:09:00,N,"client called to confirm - specimen critical, needs STAT upgrade",19,20.82,0
ORD-26361,01/02/2025 04:01,02129,02043,RUSH,Boston Medical Center,D012,2025-01-02 04:25:00,2025-01-02 05:20:00,2025-01-02 06:23:00,2025-01-02 05:32:00,N,pickup completed but paperwork missing from package,28,24.59,1
ORD-26362,2025/02/28 12:39,01867,02133,STAT,LabCorp,D014,2025-02-28 12:50:00,,2025-02-28 15:04:00,2025-02-28 13:29:00,Y,,39,14.04,0
ORD-26363,02/19/2025 09:46,02038,02184,STAT,Cape Cod Hospital,D019,2025-02-19 10:11:00,2025-02-19 11:04:00,2025-02-19 11:44:00,2025-02-19 10:45:00,N,driver reports ice on roads in reading area,36,18.59,0
ORD-26364,2025-01-09 09:42:00,02193,02071,Rush,Boston Med Ctr,UNASSIGNED,2025-01-09 10:21:00,,2025-01-09 11:41:00,2025-01-09 11:02:00,Y,specimen temp excursion possible - driver reports cooler malfunction,31,31.2,0
ORD-26365,03/22/2025 04:08,02142,02116,Rush,Emerson Hospital,D029,2025-03-22 04:12:00,2025-03-22 05:02:00,2025-03-22 06:06:00,2025-03-22 05:21:00,Y,package refused by receiving staff - no signature authority,14,20.79,0
ORD-26366,03/12/2025 09:09,01864,02156,routine,Tufts Med Center,D033,2025-03-12 09:35:00,2025-03-12 09:59:00,2025-03-12 11:07:00,2025-03-12 13:22:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",24,5.84,0
ORD-26367,02-02-25 10:21 AM,02038,02200,Routine,Providence Health,D010,2025-02-02 10:39:00,,2025-02-02 13:17:00,2025-02-02 15:12:00,Y,"driver called in sick mid-route, reassigning trips",45,17.23,0
ORD-26368,03-21-25 08:30 AM,02122,02059,Stat,Tufts Medical,D013,2025-03-21 09:04:00,2025-03-21 09:35:00,2025-03-21 10:42:00,2025-03-21 09:10:00,Y,,38,7.66,0
ORD-26369,2025/02/06 14:01,02176,02152,STAT,Children's Hospital,D012,2025-02-06 14:31:00,2025-02-06 15:31:00,2025-02-06 16:42:00,2025-02-06 14:42:00,N,package refused by receiving staff - no signature authority,36,13.87,0
ORD-26370,01/30/2025 20:58,02200,02153,ROUTINE,Quest Diag,D025,2025-01-30 21:40:00,2025-01-30 22:16:00,2025-01-30 23:31:00,2025-01-31 01:13:00,Y,"driver vehicle breakdown, transfer to DD011 in progress",22,23.85,0
ORD-26371,02/18/2025 16:01,02135,02120,RUSH,Children's Hospital,D037,2025-02-18 16:30:00,2025-02-18 17:04:00,2025-02-18 18:00:00,2025-02-18 17:08:00,N,"driver called in sick mid-route, reassigning trips",8,30.16,0
ORD-26372,2025-02-24 14:11:00,02032,02062,RUSH,Northeast Labs,D038,2025-02-24 14:27:00,2025-02-24 15:20:00,2025-02-24 16:07:00,2025-02-24 15:15:00,N,recipient not available at delivery location,24,30.72,0
ORD-26373,01/02/2025 07:50,02193,02191,rush,South Shore Hospital,D001,2025-01-02 08:11:00,2025-01-02 08:52:00,2025-01-02 09:51:00,2025-01-02 09:46:00,N,recipient not available at delivery location,38,26.46,0
ORD-26374,2025-01-28 08:39:00,01851,02142,rush,Lowell General,D010,2025-01-28 08:57:00,2025-01-28 09:35:00,2025-01-28 10:14:00,2025-01-28 10:23:00,N,delayed at security checkpoint - id verification required,22,28.55,0
ORD-26375,,02021,02171,ROUTINE,Lowell General,D034,2025-02-22 15:58:00,,2025-02-22 16:48:00,2025-02-22 19:06:00,N,,8,28.62,0
ORD-26376,2025-03-07 18:08:00,02043,02072,Same-Day,BioReference Labs,D014,2025-03-07 18:38:00,2025-03-07 19:31:00,,2025-03-07 21:49:00,Y,"elevator down at 15 Elm St, driver using stairs",39,21.21,0
ORD-26377,2025-03-24 05:13:00,02188,02149,ROUTINE,MGH,D019,2025-03-24 05:43:00,,2025-03-24 07:32:00,2025-03-24 10:00:00,Y,"elevator down at 15 Elm St, driver using stairs",8,10.79,0
ORD-26378,2025/02/04 13:48,02195,02200,SAME-DAY,LabCorp,D001,2025-02-04 13:55:00,2025-02-04 14:26:00,2025-02-04 14:54:00,2025-02-04 16:32:00,Y,specimen container damaged on pickup,8,6.13,0
ORD-26379,2025-03-10 15:36:00,02151,02062,STAT,MGH,D004,2025-03-10 15:57:00,2025-03-10 16:24:00,2025-03-10 16:46:00,2025-03-10 16:18:00,Y,"pickup not ready, driver waiting 15+ min",9,32.43,0
ORD-26380,01/26/2025 11:41,02119,02043,stat,Quest Diagnostics,D023,2025-01-26 12:16:00,,2025-01-26 12:59:00,2025-01-26 12:14:00,Y,specimen container damaged on pickup,25,19.49,0
ORD-26381,2025-03-05 16:28:00,01826,02113,Same-Day,St. Elizabeth's Medical,UNASSIGNED,2025-03-05 17:00:00,,2025-03-05 19:48:00,2025-03-05 19:35:00,Y,"wrong zip code on order, corrected",18,7.94,0
ORD-26382,2025/01/13 06:33,02106,02194,same-day,Boston Medical Center,D037,2025-01-13 07:06:00,2025-01-13 07:40:00,2025-01-13 09:40:00,2025-01-13 10:04:00,Y,"driver called in sick mid-route, reassigning trips",17,6.7,0
ORD-26383,,02122,02130,RUSH,MGH,D035,2025-01-07 15:02:00,2025-01-07 15:34:00,2025-01-07 17:04:00,2025-01-07 16:04:00,Y,specimen labeled incorrectly by client,28,37.58,0
ORD-26384,03-17-25 01:49 PM,01879,02141,STAT,Labcorp Inc,D007,2025-03-17 14:21:00,2025-03-17 15:15:00,2025-03-17 17:09:00,2025-03-17 14:21:00,Y,"driver ran out of dry ice, needs resupply",22,18.83,0
ORD-26385,,02190,02129,STAT,Tufts Med Center,D011,2025-03-05 13:45:00,2025-03-05 14:25:00,2025-03-05 15:02:00,2025-03-05 14:00:00,Y,specimen labeled incorrectly by client,21,25.87,0
ORD-26386,2025/01/09 07:08,02071,02143,Rush,Mass General Hospital,UNASSIGNED,2025-01-09 07:45:00,2025-01-09 08:07:00,,2025-01-09 09:06:00,Y,"client changed pickup time, driver redirected",13,32.72,0
ORD-26387,03/24/2025 11:53,02189,02059,routine,Tufts Medical,D031,2025-03-24 12:25:00,,2025-03-24 15:13:00,2025-03-24 17:01:00,Y,"pickup not ready, driver waiting 15+ min",13,20.6,0
ORD-26388,,02132,02108,STAT,NE Labs,D004,2025-03-07 19:24:00,2025-03-07 19:51:00,2025-03-07 21:37:00,2025-03-07 19:51:00,Y,,8,26.56,0
ORD-26389,03/31/2025 13:30,02134,02059,SAME-DAY,Boston Medical Center,D038,2025-03-31 14:13:00,2025-03-31 14:29:00,2025-03-31 15:44:00,2025-03-31 16:25:00,Y,redelivery needed: building locked,30,18.13,0
ORD-26390,01-07-25 01:46 PM,02121,02134,stat,MGH,UNASSIGNED,2025-01-07 14:28:00,2025-01-07 15:01:00,2025-01-07 16:47:00,2025-01-07 14:42:00,Y,package refused by receiving staff - no signature authority,29,16.71,0
ORD-26391,03/01/2025 13:44,02186,02113,ROUTINE,MGH,D040,2025-03-01 13:47:00,2025-03-01 13:58:00,2025-03-01 15:11:00,2025-03-01 19:35:00,Y,specimen temp excursion possible - driver reports cooler malfunction,12,30.92,0
ORD-26392,2025/03/18 06:58,01826,02066,ROUTINE,Northeast Laboratory,D010,2025-03-18 07:27:00,2025-03-18 07:38:00,2025-03-18 07:54:00,2025-03-18 11:27:00,Y,"elevator down at 15 Elm St, driver using stairs",18,32.8,0
ORD-26393,2025-02-14 13:55:00,02188,02130,stat,Quest Diagnostics,D014,2025-02-14 14:20:00,2025-02-14 14:35:00,2025-02-14 15:52:00,2025-02-14 14:43:00,Y,delayed at security checkpoint - id verification required,10,17.38,0
ORD-26394,2025-03-07 19:40:00,02050,02050,routine,Boston Med Ctr,UNASSIGNED,2025-03-07 19:56:00,2025-03-07 20:37:00,2025-03-07 21:03:00,2025-03-08 00:24:00,Y,package refused by receiving staff - no signature authority,38,17.66,0
ORD-26395,2025-02-13 08:56:00,01880,02060,ROUTINE,Boston Med Ctr,D003,2025-02-13 09:01:00,2025-02-13 09:58:00,2025-02-13 11:41:00,2025-02-13 14:15:00,Y,specimen temp excursion possible - driver reports cooler malfunction,10,29.5,0
ORD-26396,,02163,02150,RUSH,Boston Med Ctr,D008,2025-01-04 10:05:00,2025-01-04 10:27:00,2025-01-04 12:05:00,2025-01-04 11:21:00,Y,specimen labeled incorrectly by client,25,32.81,0
ORD-26397,01-29-25 10:45 AM,02193,02129,routine,NE Labs,D004,2025-01-29 10:50:00,2025-01-29 11:03:00,2025-01-29 12:33:00,2025-01-29 14:45:00,N,driver reports ice on roads in reading area,38,4.62,0
ORD-26398,2025-03-11 21:11:00,02200,02133,RUSH,MGH,D035,2025-03-11 21:52:00,2025-03-11 22:13:00,,2025-03-11 22:58:00,Y,,21,25.72,0
ORD-26399,02-24-25 10:15 AM,02102,02125,ROUTINE,Emerson Hospital,UNASSIGNED,2025-02-24 10:23:00,2025-02-24 10:41:00,2025-02-24 11:13:00,2025-02-24 13:32:00,Y,,41,19.87,0
ORD-26400,2025-04-01 21:49:00,01801,02151,SAME-DAY,Mass General Hospital,D006,2025-04-01 21:54:00,2025-04-01 22:47:00,2025-04-01 23:46:00,2025-04-02 01:28:00,Y,"driver stuck in traffic on 93, running ~20 min late",44,35.65,0
ORD-26401,03/20/2025 10:32,01864,02114,ROUTINE,Boston Medical Center,D009,2025-03-20 11:17:00,2025-03-20 12:05:00,2025-03-20 13:14:00,2025-03-20 15:03:00,Y,dispatcher note: double-check temp on this one before logging,11,20.78,0
ORD-26402,2025-03-04 14:06:00,02114,02169,SAME-DAY,Boston Med Ctr,D035,2025-03-04 14:22:00,2025-03-04 14:47:00,2025-03-04 15:54:00,2025-03-04 17:31:00,Y,"driver stuck in traffic on 93, running ~20 min late",10,17.78,0
ORD-26403,2025-03-24 07:59:00,02130,02124,stat,Children's Hospital,D033,2025-03-24 08:34:00,2025-03-24 09:20:00,2025-03-24 09:36:00,2025-03-24 08:49:00,Y,redelivery needed: building locked,25,22.93,0
ORD-26404,03-25-25 01:57 PM,02132,02101,rush,Providence Health,D021,2025-03-25 14:36:00,2025-03-25 14:52:00,2025-03-25 16:15:00,2025-03-25 15:27:00,Y,package refused by receiving staff - no signature authority,32,24.71,0
ORD-26405,2025-03-06 10:01:00,02019,02199,RUSH,Cape Cod Hospital,D021,2025-03-06 10:05:00,2025-03-06 11:00:00,2025-03-06 11:24:00,2025-03-06 11:50:00,Y,,29,22.97,0
ORD-26406,01/26/2025 12:52,02200,02152,SAME-DAY,LabCorp,D035,2025-01-26 13:29:00,2025-01-26 13:44:00,2025-01-26 14:55:00,2025-01-26 15:31:00,Y,specimen temp excursion possible - driver reports cooler malfunction,8,16.6,0
ORD-26407,01/07/2025 00:38,02047,02025,ROUTINE,Brigham & Women's,D029,2025-01-07 01:16:00,2025-01-07 01:48:00,2025-01-07 03:05:00,2025-01-07 06:18:00,Y,"driver stuck in traffic on 93, running ~20 min late",14,5.1,0
ORD-26408,01/15/2025 15:09,01803,02109,ROUTINE,Labcorp Inc,D003,2025-01-15 15:43:00,2025-01-15 16:03:00,2025-01-15 16:53:00,2025-01-15 19:51:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",27,10.57,0
ORD-26409,2025-01-31 17:26:00,02184,02118,ROUTINE,Northeast Labs,D003,2025-01-31 17:29:00,2025-01-31 18:10:00,,2025-01-31 21:00:00,Y,,16,26.32,0
ORD-26410,2025/02/25 07:44,02109,02153,Stat,Cape Cod Hospital,D002,2025-02-25 08:07:00,2025-02-25 09:07:00,2025-02-25 10:25:00,2025-02-25 08:38:00,Y,redelivery needed: building locked,43,18.17,0
